time,PM1,PM2.5,PM10,BM680 Temp,BM680 Gas,BM680 Humidity,BM680 Pressure,BM680 Altitude
2 / 28 / 2025,12,17,18,27.105,154065,38.77106328852552,1001.3519777831782,99.5334528577006
2 / 28 / 2025,13,18,21,27.1102734375,153796,38.699342612299674,1001.3491138172145,99.55752650558489
2 / 28 / 2025,13,18,21,27.1141796875,154605,38.70578058507979,1001.3459674661805,99.58397386282601
2 / 28 / 2025,13,18,21,27.1157421875,155836,38.66981598535739,1001.3465535130887,99.57904770938333
2 / 28 / 2025,13,19,21,27.1200390625,154470,38.59201653647456,1001.3532378312774,99.52286128501719
2 / 28 / 2025,13,19,21,27.1258984375,155150,38.58060240593856,1001.3531295902083,99.52377112537746
2 / 28 / 2025,13,19,21,27.131171875,155013,38.57514432741951,1001.3502650487441,99.5478495883274
2 / 28 / 2025,13,18,21,27.1368359375,154199,38.5576931303749,1001.3498526624724,99.55131598629687
2 / 28 / 2025,13,18,21,27.1403515625,154877,38.558066148082155,1001.3553215142507,99.50534651724738
2 / 28 / 2025,13,18,21,27.14484375,155560,38.510412237706504,1001.3586200977194,99.4776197476569
2 / 28 / 2025,14,20,22,27.147578125,157507,38.450558881236404,1001.3536501009984,99.51939587621925
2 / 28 / 2025,14,20,22,27.149921875,157086,38.300547187456374,1001.3517618199496,99.53526817856097
2 / 28 / 2025,14,20,22,27.1524609375,156112,38.18671160380946,1001.3538667628122,99.51757468604808
2 / 28 / 2025,12,19,21,27.1536328125,156250,38.14481731106158,1001.3556896823706,99.50225181771137
2 / 28 / 2025,12,19,21,27.15421875,157086,38.13887731897069,1001.3547564155457,99.51009655198837
2 / 28 / 2025,12,19,21,27.1555859375,156667,38.091016094510294,1001.3495042297119,99.55424481072251
2 / 28 / 2025,13,19,21,27.1567578125,156112,38.0551448661103,1001.3439481989677,99.60094730040507
2 / 28 / 2025,14,20,22,27.1596875,155013,38.04945415819162,1001.3411264594321,99.62466615906607
2 / 28 / 2025,14,20,22,27.161640625,155150,38.115653319296314,1001.3386303486636,99.6456479063389
2 / 28 / 2025,14,20,22,27.164765625,155150,38.16999778721278,1001.337957065684,99.65130737930455
2 / 28 / 2025,13,19,21,27.1659375,155973,38.230160479887964,1001.3397799259269,99.63598481243667
2 / 28 / 2025,13,19,21,27.166328125,155560,38.25422374220657,1001.3311637444293,99.70841075967279
2 / 28 / 2025,13,18,20,27.16671875,156667,38.236248006912014,1001.3391504047396,99.64127642811013
2 / 28 / 2025,13,18,20,27.163203125,156667,38.21185823408823,1001.3355265861812,99.67173749669868
2 / 28 / 2025,13,18,20,27.1606640625,157086,38.21759517943966,1001.3278875710616,99.73594976873838
2 / 28 / 2025,13,20,22,27.1583203125,157086,38.193332012452395,1001.3297760810431,99.72007523560409
2 / 28 / 2025,13,20,22,27.1540234375,157226,38.16286463392161,1001.3378500637306,99.65220681516611
2 / 28 / 2025,13,20,22,27.1501171875,156667,38.138445932539994,1001.3354632087587,99.6722702349835
2 / 28 / 2025,13,19,22,27.1466015625,157930,38.06007694620166,1001.3392180593489,99.6407077383213
2 / 28 / 2025,13,19,22,27.1419140625,159358,37.9756292506662,1001.3393052015958,99.63997523977353
2 / 28 / 2025,13,19,22,27.1378125,158927,37.8553409450826,1001.3255462761077,99.75563037845095
